msgid,msgstr
"A prompting method that builds on top of chain-of-thought prompting. In this method, the model explicitly asks itself follow-up questions, which are then answered by an external search engine.",一种建立在思维链提示之上的提示方法。在这种方法中，模型明确地向自己询问后续问题，然后由外部搜索引擎回答这些问题。
[Paper](https://ofir.io/self-ask.pdf),[论文](https://ofir.io/self-ask.pdf）
[LangChain Example](modules/agents/agents/examples/self_ask_with_search.ipynb),[LangChain示例](modules/agents/agents/examples/self_ask_with_search.ipynb）
Prompt Chaining,提示链接
"Combining multiple LLM calls together, with the output of one-step being the input to the next.",将多个LLM调用组合在一起，一步的输出是下一步的输入。
[PromptChainer Paper](https://arxiv.org/pdf/2203.06566.pdf),[PromptChainer Paper](https://arxiv.org/pdf/2203.06566.pdf）
[Language Model Cascades](https://arxiv.org/abs/2207.10342),[语言模型级联](https://arxiv.org/abs/2207.10342）
[ICE Primer Book](https://primer.ought.org/),[ICE入门手册](https://primer.ought.org/)
[Socratic Models](https://socraticmodels.github.io/),[苏格拉底模型](https://socraticmodels.github.io/）
Memetic Proxy,模因代理
"Encouraging the LLM to respond in a certain way framing the discussion in a context that the model knows of and that will result in that type of response. For example, as a conversation between a student and a teacher.",鼓励LLM以某种方式做出回应，在模型知道的背景下构建讨论，并产生这种类型的回应。例如，作为学生和老师之间的对话。
[Paper](https://arxiv.org/pdf/2102.07350.pdf),[论文](https://arxiv.org/pdf/2102.0735.pdf）
Self Consistency,自我一致性
A decoding strategy that samples a diverse set of reasoning paths and then selects the most consistent answer. Is most effective when combined with Chain-of-thought prompting.,一种解码策略，对一组不同的推理路径进行采样，然后选择最一致的答案。当与思维链提示相结合时最有效。
[Paper](https://arxiv.org/pdf/2203.11171.pdf),[论文](https://arxiv.org/pdf/2203.11171.pdf）
Inception,开始
Also called “First Person Instruction”. Encouraging the model to think a certain way by including the start of the model’s response in the prompt.,也称为“第一人称教学”。通过在提示中包含模型响应的开始，鼓励模型以某种方式思考。
[Example](https://twitter.com/goodside/status/1583262455207460865?s=20&t=8Hz7XBnK1OF8siQrxxCIGQ),[示例](https://twitter.com/goodside/status/1583262455207460865？s=20&t=8 Hz 7 xBNK 1/8 SIQRxxCIGQ）
MemPrompt,记忆提示符
"MemPrompt maintains a memory of errors and user feedback, and uses them to prevent repetition of mistakes.",MemPrompt维护错误和用户反馈的内存，并使用它们来防止错误的重复。
[Paper](https://memprompt.com/),[论文](https://memprompt.com/）
Getting Started,入门
Modules,模块
Use Cases,用例
Reference,参考
Ecosystem,生态系统
LangChainHub,长链轮毂
Discord,不和谐
Production Support,生产支持
Additional Resources,额外资源
Welcome to LangChain,欢迎来到LangChain
"LangChain is a framework for developing applications powered by language models. We believe that the most powerful and differentiated applications will not only call out to a language model via an API, but will also:",LangChain是一个开发由语言模型驱动的应用程序的框架。我们相信，最强大、最差异化的应用程序不仅会通过API调用语言模型，还会：
*Be data-aware*: connect a language model to other sources of data,*了解数据*：将语言模型连接到其他数据源
*Be agentic*: allow a language model to interact with its environment,*代理*：允许语言模型与其环境交互
The LangChain framework is designed with the above principles in mind.,LangChain框架的设计考虑了上述原则。
"This is the Python specific portion of the documentation. For a purely conceptual guide to LangChain, see `here <https://docs.langchain.com/docs/>`_. For the JavaScript documentation, see `here <https://js.langchain.com/docs/>`_.",这是文档中特定于Python的部分。有关LangChain的纯概念性指南，请参见`here<https://docs.langchain.com/docs/>`_。有关JavaScript文档，请参见`here<https://js.langchain.com/docs/>`_。
Checkout the below guide for a walkthrough of how to get started using LangChain to create an Language Model application.,查看下面的指南，了解如何开始使用LangChain创建语言模型应用程序。
`Getting Started Documentation <./getting_started/getting_started.html>`_,`入门文档<./getting_started/getting_started.html>`_
"There are several main modules that LangChain provides support for. For each module we provide some examples to get started, how-to guides, reference docs, and conceptual guides. These modules are, in increasing order of complexity:",LangChain支持几个主要模块。对于每个模块，我们都提供了一些入门示例、操作指南、参考文档和概念指南。这些模块按复杂程度递增的顺序排列：
`Models <./modules/models.html>`_: The various model types and model integrations LangChain supports.,`models<./modules/models.html>`_:LangChain支持的各种模型类型和模型集成。
"`Prompts <./modules/prompts.html>`_: This includes prompt management, prompt optimization, and prompt serialization.",`prompts<./modules/prompts.html>`_:这包括提示管理、提示优化和提示序列化。
"`Memory <./modules/memory.html>`_: Memory is the concept of persisting state between calls of a chain/agent. LangChain provides a standard interface for memory, a collection of memory implementations, and examples of chains/agents that use memory.",`Memory<./modules/memory.html>`_:Memory是在链/代理的调用之间保持状态的概念。LangChain提供了内存的标准接口、内存实现的集合以及使用内存的链/代理的示例。
`Indexes <./modules/indexes.html>`_: Language models are often more powerful when combined with your own text data - this module covers best practices for doing exactly that.,`indexes<./modules/indexes.html>`_:当与您自己的文本数据结合时，语言模型通常更强大—本模块涵盖了实现这一点的最佳实践。
"`Chains <./modules/chains.html>`_: Chains go beyond just a single LLM call, and are sequences of calls (whether to an LLM or a different utility). LangChain provides a standard interface for chains, lots of integrations with other tools, and end-to-end chains for common applications.",`Chains<./modules/chains.html>`_:Chains不仅仅是一个LLM调用，而是一系列调用（无论是对LLM还是其他实用程序）。LangChain为链提供了一个标准接口，与其他工具的大量集成，以及常见应用程序的端到端链。
